Partner,URL,CATEGORIA
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=23, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=24, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=25, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=26, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=27, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=28, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=29, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=30, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=31, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=32, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=33, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=34, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=35, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=36, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=37, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=38, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=39, bebidas
