Partner,URL,CATEGORIA
D1,https://domicilios.tiendasd1.com/ca/alimentos%20y%20despensa/verduras%20y%20frutas/ALIMENTOS%20Y%20DESPENSA/VERDURAS%20Y%20FRUTAS, Frutas y Verduras
